######################################################################################################################
######################################################################################################################
#René Kiefer and Anne-Marie Broomhall
#They Do Change After All: 25 Years of GONG Data Reveal Variation of p-Mode Energy Supply Rates
#
#Online-only table with mode inertiae and energy supply rates of all multiplets
#that are present in at least 50% of the GONG samples.
#
######################################################################################################################
######################################################################################################################
#Col 1: Radial order
#Col 2: Harmonic degree
#Col 3: Mode frequency from model S in muHz
#Col 4: Number of GONG months in which mode is present
#Col 5: Mode inertia at GONG observation height calculated with Eq.(3)
#Col 6: Mode inertia at photospheric radius calculated with Eq.(3)
#Col 7: Mode mass scaling Q at GONG observation height calculated with Eq.(4)
#Col 8: Mode mass scaling Q at photospheric radius calculated with Eq.(4)
#Col 9-14: Energy supply rate in 10**22 erg s^-1 at GONG observation height without scaling by Q
#	  9-10: Variance-weighted average over all available time sample and its uncertainty
#	  11-12: Variance-weighted average over the periods of activity minima and its uncertainty
#	  13-14: Variance-weighted average over the periods of activity maxima and its uncertainty
#Col 15-20: Energy supply rate in 10**22 erg s^-1 at GONG observation height with scaling by Q
#Col 21-26: Energy supply rate in 10**22 erg s^-1 at photospheric radius without scaling by Q
#Col 27-32: Energy supply rate in 10**22 erg s^-1 at photospheric radius with scaling by Q
######################################################################################################################
######################################################################################################################
#Python code snippet to read this table:
# import pandas as pd
# table_path = 'your_path_to_table/erate_table_multiplets_online.dat'
# dEdt_multiplets = pd.read_table(table_path, skiprows=34, delim_whitespace=True, header=None)
######################################################################################################################
######################################################################################################################

 15   4 2459.512 251 1.023536650e-09 1.343634765e-09    0.993    0.993   1.78055   0.00515   1.79490   0.01025   1.79634   0.01180   1.76756   0.00512   1.78181   0.01018   1.78324   0.01172   2.33739   0.00677   2.35623   0.01346   2.35812   0.01549   2.32026   0.00672   2.33896   0.01336   2.34083   0.01538
 16   4 2594.676 251 7.906042209e-10 1.072925536e-09    0.990    0.990   2.75804   0.00669   2.87635   0.01313   2.68370   0.01592   2.72938   0.00662   2.84646   0.01299   2.65582   0.01575   3.74292   0.00908   3.90348   0.01782   3.64204   0.02160   3.70405   0.00899   3.86295   0.01763   3.60422   0.02137
 17   4 2730.726 251 6.487258882e-10 9.125753932e-10    0.994    0.994   3.63147   0.01014   3.69202   0.02063   3.65746   0.02428   3.60994   0.01008   3.67013   0.02050   3.63578   0.02414   5.10846   0.01426   5.19364   0.02901   5.14503   0.03416   5.07811   0.01417   5.16279   0.02884   5.11446   0.03396
 18   4 2867.223 251 5.433792639e-10 7.945149577e-10    0.991    0.991   4.80645   0.01278   4.78033   0.02435   4.95061   0.02957   4.76420   0.01267   4.73832   0.02413   4.90710   0.02931   7.02786   0.01869   6.98968   0.03560   7.23865   0.04323   6.96605   0.01852   6.92820   0.03529   7.17499   0.04285
 19   4 3004.198 247 4.620395457e-10 7.042962061e-10    0.992    0.992   6.31987   0.01814   6.34199   0.03638   6.34668   0.04200   6.26726   0.01799   6.28920   0.03608   6.29385   0.04165   9.63350   0.02765   9.66722   0.05546   9.67437   0.06402   9.55359   0.02742   9.58703   0.05500   9.59412   0.06349
 20   4 3141.099 251 4.033240932e-10 6.428578243e-10    0.994    0.994   7.52909   0.02025   7.38818   0.04143   7.22775   0.04717   7.48255   0.02013   7.34252   0.04117   7.18308   0.04688  12.00060   0.03228  11.77602   0.06603  11.52030   0.07518  11.92627   0.03208  11.70307   0.06562  11.44894   0.07471
 21   4 3278.146 245 3.596757394e-10 6.014517219e-10    0.991    0.991   8.18643   0.02401   8.13774   0.04532   8.30673   0.05584   8.11442   0.02380   8.06616   0.04492   8.23366   0.05535  13.68939   0.04015  13.60797   0.07578  13.89055   0.09337  13.56900   0.03980  13.48830   0.07511  13.76840   0.09255
 22   4 3415.757 241 3.284178454e-10 5.783492815e-10    0.994    0.994   8.59168   0.02563   8.55482   0.04912   8.24980   0.06132   8.53737   0.02547   8.50074   0.04881   8.19765   0.06094  15.13009   0.04514  15.06518   0.08650  14.52804   0.10799  15.03463   0.04486  14.97013   0.08595  14.43638   0.10731
 23   4 3553.561 236 3.035946872e-10 5.653018651e-10    0.993    0.993   9.55696   0.03132   9.37719   0.05778   9.41439   0.08115   9.49279   0.03111   9.31422   0.05739   9.35117   0.08061  17.79533   0.05832  17.46059   0.10758  17.52986   0.15110  17.67544   0.05793  17.34296   0.10686  17.41176   0.15009
 24   4 3691.754 236 2.816861419e-10 5.571293444e-10    0.993    0.993   9.26760   0.02947   9.20767   0.05861   9.03161   0.07381   9.19893   0.02925   9.13945   0.05818   8.96468   0.07327  18.32981   0.05829  18.21128   0.11593  17.86305   0.14599  18.19438   0.05786  18.07673   0.11507  17.73107   0.14491
